workflow_run_id,customer_id,user_id,workflow_id,started_at,completed_at,run_status,run_metadata
446,33,163,wf_33_5,2026-03-29,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2586}"
447,33,163,wf_33_6,2026-03-31,2026-03-31 01:37:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2415}"
448,33,165,wf_33_7,2026-03-03,2026-03-03 00:45:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1446}"
449,33,166,wf_33_8,2026-02-21,2026-02-21 01:28:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1041}"
450,33,164,wf_33_9,2026-01-24,2026-01-24 01:18:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 163}"
451,33,163,wf_33_10,2026-04-05,2026-04-05 01:16:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1478}"
452,33,164,wf_33_11,2026-03-02,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 723}"
453,33,166,wf_33_12,2026-03-13,2026-03-13 01:59:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1422}"
454,33,165,wf_33_13,2026-03-03,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1048}"
455,33,166,wf_33_14,2026-02-01,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2233}"
456,34,170,wf_34_1,2026-05-24,2026-05-24 01:49:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 913}"
457,34,173,wf_34_2,2026-06-09,2026-06-09 00:53:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2083}"
458,34,171,wf_34_3,2026-04-06,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1432}"
459,34,172,wf_34_4,2026-04-08,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2914}"
460,34,171,wf_34_5,2026-05-05,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1006}"
461,34,169,wf_34_6,2026-06-01,2026-06-01 00:13:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 2293}"
462,34,172,wf_34_7,2026-03-25,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2086}"
463,34,172,wf_34_8,2026-05-15,2026-05-15 00:07:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 491}"
464,35,177,wf_35_1,2026-03-09,2026-03-09 00:37:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1416}"
465,35,178,wf_35_2,2026-01-25,2026-01-25 01:11:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 565}"
466,35,177,wf_35_3,2026-02-08,2026-02-08 01:11:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1288}"
467,35,179,wf_35_4,2026-01-27,2026-01-27 00:24:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 916}"
468,35,176,wf_35_5,2026-02-06,2026-02-06 01:16:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 521}"
469,35,178,wf_35_6,2026-01-31,2026-01-31 00:26:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2618}"
470,36,185,wf_36_1,2026-04-20,2026-04-20 01:12:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 485}"
471,36,183,wf_36_2,2026-05-02,2026-05-02 01:07:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1613}"
472,36,188,wf_36_3,2026-05-27,2026-05-27 01:23:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 793}"
473,36,185,wf_36_4,2026-05-08,2026-05-08 00:57:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2396}"
474,36,184,wf_36_5,2026-03-16,2026-03-16 00:28:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 990}"
475,36,186,wf_36_6,2026-03-27,2026-03-27 00:40:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 871}"
476,36,184,wf_36_7,2026-04-29,2026-04-29 00:49:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2965}"
477,36,188,wf_36_8,2026-05-19,2026-05-19 00:46:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1420}"
478,36,187,wf_36_9,2026-04-30,2026-04-30 01:48:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 1735}"
479,36,188,wf_36_10,2026-05-09,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 2426}"
480,36,186,wf_36_11,2026-03-15,2026-03-15 00:28:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 1102}"
481,36,188,wf_36_12,2026-04-25,2026-04-25 01:43:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 2545}"
482,36,186,wf_36_13,2026-05-08,2026-05-08 01:50:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 2744}"
483,37,190,wf_37_1,2026-03-12,2026-03-12 00:51:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 2863}"
484,37,190,wf_37_2,2026-03-06,2026-03-06 01:03:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1843}"
485,37,189,wf_37_3,2026-02-03,2026-02-03 00:27:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2692}"
486,37,190,wf_37_4,2026-01-21,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 1483}"
487,37,189,wf_37_5,2026-02-05,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1632}"
488,37,189,wf_37_6,2026-02-07,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 1020}"
489,38,194,wf_38_1,2026-01-14,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1637}"
490,38,194,wf_38_2,2026-03-04,2026-03-04 01:15:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 1408}"
491,38,194,wf_38_3,2026-03-27,2026-03-27 01:28:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 2706}"
492,38,193,wf_38_4,2026-02-02,2026-02-02 01:17:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2563}"
493,38,194,wf_38_5,2026-03-30,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 2574}"
494,38,193,wf_38_6,2026-02-18,2026-02-18 01:48:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2195}"
495,38,194,wf_38_7,2026-02-23,2026-02-23 01:27:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1164}"
496,38,194,wf_38_8,2026-02-01,2026-02-01 01:17:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 732}"
497,38,193,wf_38_9,2026-03-04,2026-03-04 01:06:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""lead_enrichment"", ""records_input"": 2504}"
498,38,195,wf_38_10,2026-04-05,2026-04-05 00:30:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2246}"
499,38,195,wf_38_11,2026-01-22,2026-01-22 01:47:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1102}"
500,38,195,wf_38_12,2026-01-19,2026-01-19 00:31:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2001}"
501,38,194,wf_38_13,2026-03-15,2026-03-15 00:43:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 1913}"
502,38,194,wf_38_14,2026-02-16,2026-02-16 01:31:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 846}"
503,38,191,wf_38_15,2026-02-20,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2596}"
504,38,192,wf_38_16,2026-03-13,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 1466}"
505,38,193,wf_38_17,2026-02-07,2026-02-07 01:29:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""account_research"", ""records_input"": 1418}"
506,38,194,wf_38_18,2026-03-14,2026-03-14 01:37:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1123}"
507,39,197,wf_39_1,2026-03-07,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 915}"
508,39,197,wf_39_2,2026-04-08,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2454}"
509,39,197,wf_39_3,2026-05-01,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 2007}"
510,39,197,wf_39_4,2026-02-14,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 134}"
511,40,199,wf_40_1,2026-02-19,2026-02-19 00:16:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""crm_enrichment"", ""records_input"": 2183}"
512,40,198,wf_40_2,2026-03-06,2026-03-06 00:10:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 624}"
513,40,198,wf_40_3,2026-02-13,2026-02-13 00:58:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 1595}"
514,40,200,wf_40_4,2026-02-11,2026-02-11 00:57:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 747}"
515,40,199,wf_40_5,2026-04-03,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2439}"
516,40,200,wf_40_6,2026-04-18,2026-04-18 00:43:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 639}"
517,40,198,wf_40_7,2026-02-11,2026-02-11 01:26:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""personalized_outbound"", ""records_input"": 1421}"
518,40,199,wf_40_8,2026-03-08,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2096}"
519,40,199,wf_40_9,2026-01-27,2026-01-27 01:14:00,completed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""account_research"", ""records_input"": 592}"
520,40,200,wf_40_10,2026-01-26,2026-01-26 00:30:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""lead_enrichment"", ""records_input"": 2405}"
521,40,199,wf_40_11,2026-02-28,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2237}"
522,40,199,wf_40_12,2026-03-15,2026-03-15 01:45:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 1118}"
523,40,198,wf_40_13,2026-03-25,2026-03-25 00:34:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 729}"
524,40,199,wf_40_14,2026-04-23,2026-04-23 01:00:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 1130}"
525,40,199,wf_40_15,2026-03-27,2026-03-27 01:16:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 272}"
526,40,199,wf_40_16,2026-04-11,2026-04-11 00:58:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 1987}"
527,40,199,wf_40_17,2026-02-24,2026-02-24 00:40:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2963}"
528,40,199,wf_40_18,2026-02-05,2026-02-05 01:37:00,completed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2719}"
529,40,198,wf_40_19,2026-04-02,2026-04-02 00:27:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 470}"
530,40,198,wf_40_20,2026-01-29,2026-01-29 00:36:00,completed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1019}"
531,40,200,wf_40_21,2026-02-17,2026-02-17 00:57:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 2669}"
532,40,200,wf_40_22,2026-02-05,,failed,"{""workflow_category"": ""waterfall_enrichment"", ""template_used"": ""crm_enrichment"", ""records_input"": 529}"
533,40,199,wf_40_23,2026-01-26,2026-01-26 01:16:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""personalized_outbound"", ""records_input"": 2993}"
534,40,200,wf_40_24,2026-04-20,2026-04-20 00:43:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""personalized_outbound"", ""records_input"": 690}"
535,41,202,wf_41_1,2026-02-12,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 806}"
536,41,201,wf_41_2,2026-03-01,2026-03-01 00:08:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""crm_enrichment"", ""records_input"": 1293}"
537,41,202,wf_41_3,2026-03-07,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""account_research"", ""records_input"": 2067}"
538,41,201,wf_41_4,2026-03-08,,failed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 465}"
539,41,202,wf_41_5,2026-03-10,,failed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""account_research"", ""records_input"": 978}"
540,41,201,wf_41_6,2026-02-03,,failed,"{""workflow_category"": ""crm_sync"", ""template_used"": ""personalized_outbound"", ""records_input"": 1035}"
541,41,202,wf_41_7,2026-02-21,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 2558}"
542,41,202,wf_41_8,2026-03-17,2026-03-17 00:38:00,completed,"{""workflow_category"": ""lead_enrichment"", ""template_used"": ""lead_enrichment"", ""records_input"": 454}"
543,41,201,wf_41_9,2026-03-29,,failed,"{""workflow_category"": ""ai_account_research"", ""template_used"": ""crm_enrichment"", ""records_input"": 279}"
544,41,202,wf_41_10,2026-01-12,2026-01-12 01:52:00,completed,"{""workflow_category"": ""personalized_outbound"", ""template_used"": ""lead_enrichment"", ""records_input"": 687}"
